open,high,low,close,volume,date
0.273541,0.280907,0.225055,0.251354,525225.585,2021-04-25
0.251529,0.279907,0.247259,0.270829,610309.8102,2021-04-26
0.270964,0.27911,0.264808,0.272149,524642.2283,2021-04-27
0.272232,0.345029,0.2564,0.323203,1009584.5769,2021-04-28
0.323293,0.32415,0.296865,0.305009,606113.7332,2021-04-29
0.304996,0.339408,0.302854,0.337743,336520.8914,2021-04-30
0.337575,0.397049,0.328214,0.391319,673367.0183,2021-05-01
0.390773,0.39996,0.36214,0.377425,426560.2988,2021-05-02
0.375611,0.444912,0.375371,0.44275,298584.9957,2021-05-03
0.44271,0.60607,0.400261,0.53379,1104059.8761,2021-05-04
0.54072,0.69394,0.53513,0.65875,1264640.0597,2021-05-05
0.65508,0.66245,0.54012,0.58091,1290083.1648,2021-05-06
0.58096,0.73257,0.51743,0.68776,876522.0276,2021-05-07
0.69006,0.740044,0.600111,0.635954,827833.3923,2021-05-08
0.636885,0.700505,0.421103,0.570405,1290900.0279,2021-05-09
0.570777,0.571393,0.420021,0.450298,1315811.5036,2021-05-10
0.450257,0.547627,0.442821,0.494327,949294.8288,2021-05-11
0.494384,0.521344,0.381283,0.391794,1074492.486,2021-05-12
0.390344,0.51876,0.3523,0.488674,1195064.3089,2021-05-13
0.489372,0.589972,0.464612,0.559537,953863.8702,2021-05-14
0.559187,0.564346,0.490537,0.509056,688102.3704,2021-05-15
0.508373,0.54954,0.450047,0.512986,886264.4792,2021-05-16
0.513422,0.516569,0.455402,0.487234,922607.1689,2021-05-17
0.487696,0.515173,0.46837,0.475234,704122.1584,2021-05-18
0.476067,0.479855,0.214221,0.328399,1184376.0939,2021-05-19
0.329192,0.434838,0.295501,0.396971,1374916.5558,2021-05-20
0.398367,0.412222,0.313325,0.358259,910433.6301,2021-05-21
0.357939,0.362982,0.316432,0.342355,845899.1808,2021-05-22
0.341607,0.351162,0.248226,0.30553,853614.6219,2021-05-23
0.306022,0.373907,0.294758,0.366432,1072696.0686,2021-05-24
0.365217,0.380551,0.322167,0.345595,1111544.9551,2021-05-25
0.345482,0.367038,0.337027,0.352545,787679.7274,2021-05-26
0.352498,0.353464,0.326445,0.333673,476331.3984,2021-05-27
0.29941,0.314958,0.296031,0.314262,977921.5686,2021-09-05
0.314186,0.31946,0.299617,0.30899,955184.2392,2021-09-06
0.30899,0.311611,0.214611,0.255277,1300242.9894,2021-09-07
0.255277,0.263363,0.233822,0.256278,914670.4589,2021-09-08
0.256278,0.259758,0.248731,0.252576,661507.6121,2021-09-09
0.252576,0.262025,0.235358,0.23938,697800.7902,2021-09-10
0.23938,0.248251,0.237742,0.24091,817846.965,2021-09-11
0.24091,0.254985,0.238507,0.250577,629626.6937,2021-09-12
0.250577,0.252534,0.228263,0.235734,813343.7889,2021-09-13
0.235734,0.241753,0.233945,0.24055,754052.2263,2021-09-14
0.24055,0.24853,0.238789,0.247328,662960.4927,2021-09-15
0.247328,0.248194,0.233247,0.242298,962803.3857,2021-09-16
0.242298,0.259708,0.23752,0.239699,848034.551,2021-09-17
0.239699,0.247643,0.237715,0.24168,602161.1565,2021-09-18
0.24168,0.241725,0.23071,0.232909,793422.2005,2021-09-19
0.232909,0.233601,0.199067,0.208763,1239349.2539,2021-09-20
0.208763,0.218657,0.197517,0.200823,1362202.147,2021-09-21
0.200823,0.230298,0.199697,0.224567,728438.1253,2021-09-22
0.224567,0.227358,0.217431,0.224555,897720.473,2021-09-23
0.224555,0.228473,0.196746,0.208996,969157.0288,2021-09-24
0.208996,0.212763,0.204196,0.208263,601449.8984,2021-09-25
0.208263,0.209111,0.193995,0.204822,915157.7024,2021-09-26
0.204822,0.209581,0.199432,0.199761,604668.4815,2021-09-27
0.199761,0.202851,0.195981,0.196418,960995.8105,2021-09-28
0.196418,0.204404,0.194499,0.198767,854165.5299,2021-09-29
0.198767,0.20605,0.197396,0.204544,569865.0936,2021-09-30
0.204544,0.225088,0.201617,0.222692,1018167.7913,2021-10-01
0.222692,0.225015,0.214979,0.218755,932736.9234,2021-10-02
0.218755,0.226171,0.215441,0.221681,777889.7642,2021-10-03
0.221681,0.24869,0.212761,0.241324,879687.4654,2021-10-04
0.241324,0.267799,0.232675,0.251772,1169504.6825,2021-10-05
0.251772,0.271636,0.242192,0.254033,1448812.5777,2021-10-06
0.254033,0.25693,0.236242,0.242949,856252.3615,2021-10-07
0.242949,0.25506,0.241286,0.243618,1035222.5202,2021-10-08
0.243618,0.252,0.241183,0.246358,726820.6879,2021-10-09
0.246358,0.248916,0.226953,0.22895,1028287.6756,2021-10-10
0.22895,0.239586,0.224998,0.231364,1211503.1694,2021-10-11
0.231364,0.23189,0.216211,0.226059,1245501.9983,2021-10-12
0.226059,0.234237,0.220443,0.232344,1161482.133,2021-10-13
0.232344,0.240427,0.231072,0.232875,1328495.4311,2021-10-14
0.232875,0.243772,0.22466,0.23415,725765.1123,2021-10-15
0.23415,0.245073,0.233557,0.237368,851593.2011,2021-10-16
0.237368,0.242137,0.225856,0.23748,856732.6748,2021-10-17
0.23748,0.272358,0.236814,0.246986,1884897.0004,2021-10-18
0.246986,0.255119,0.240016,0.245413,1554353.5142,2021-10-19
0.245413,0.2618,0.2418,0.254419,1067473.2744,2021-10-20
0.254419,0.258336,0.240911,0.24231,1290696.5034,2021-10-21
0.24231,0.252983,0.235379,0.244326,1057158.1409,2021-10-22
0.244326,0.253935,0.241311,0.250898,835012.0682,2021-10-23
0.250898,0.282678,0.245541,0.275908,1659063.7658,2021-10-24
0.275908,0.280343,0.258773,0.264951,1566988.7327,2021-10-25
0.264951,0.274428,0.252425,0.255931,1173820.8169,2021-10-26
0.255931,0.263846,0.218854,0.238064,1436577.3581,2021-10-27
0.238064,0.339962,0.232153,0.299267,2673864.7277,2021-10-28
0.299267,0.306837,0.276011,0.28782,1422545.3498,2021-10-29
0.28782,0.295016,0.257798,0.26915,1102683.0514,2021-10-30
0.26915,0.28461,0.252001,0.279551,1050205.9969,2021-10-31
0.279551,0.286292,0.263512,0.2719,547830.0835,2021-11-01
0.2719,0.280935,0.266865,0.274103,579245.0699,2021-11-02
0.274103,0.277694,0.262371,0.269036,992855.4319,2021-11-03
0.269036,0.271111,0.253756,0.263542,975773.6165,2021-11-04
0.263542,0.270823,0.256699,0.260687,760732.9873,2021-11-05
0.260687,0.267728,0.250057,0.26201,801080.5035,2021-11-06
0.26201,0.269966,0.258257,0.266289,666766.3477,2021-11-07
0.266289,0.297072,0.264159,0.282329,1432790.4098,2021-11-08
0.282329,0.289996,0.271215,0.273733,1413330.9786,2021-11-09
0.273733,0.277331,0.236574,0.255656,1028474.4145,2021-11-10
0.255656,0.27122,0.253304,0.260584,636107.783,2021-11-11
0.260584,0.268556,0.248802,0.259405,917072.3022,2021-11-12
0.259405,0.262285,0.254323,0.26124,925931.8776,2021-11-13
0.26124,0.271638,0.260008,0.262789,638465.4687,2021-11-14
0.262789,0.265189,0.255463,0.256779,635657.1857,2021-11-15
0.256779,0.25685,0.224176,0.236942,1129682.8903,2021-11-16
0.236942,0.241276,0.230042,0.237766,855987.0336,2021-11-17
0.237766,0.241502,0.215759,0.221623,1045918.5371,2021-11-18
